year,seas,fleet,catch,catch se
2007,1,11,0,0.01
2007,2,11,0,0.01
2007,3,11,0,0.01
2007,4,11,0.01,0.05
2008,1,11,0,0.01
2008,2,11,0,0.01
2008,3,11,0,0.01
2008,4,11,0.15,0.05
2009,1,11,0,0.01
2009,2,11,0,0.01
2009,3,11,0,0.01
2009,4,11,0.03,0.05
2010,1,11,0,0.01
2010,2,11,0,0.01
2010,3,11,0,0.01
2010,4,11,0.17,0.05
2011,1,11,0,0.01
2011,2,11,0,0.01
2011,3,11,0,0.01
2011,4,11,0.22,0.05
2012,1,11,0,0.01
2012,2,11,0,0.01
2012,3,11,0,0.01
2012,4,11,0.03,0.05
2013,1,11,0,0.01
2013,2,11,0,0.01
2013,3,11,0,0.01
2013,4,11,0.02,0.05
2014,1,11,0,0.01
2014,2,11,0,0.01
2014,3,11,0,0.01
2014,4,11,0.05,0.05
2015,1,11,0,0.01
2015,2,11,0,0.01
2015,3,11,0,0.01
2015,4,11,0.03,0.05
2016,1,11,0,0.01
2016,2,11,0,0.01
2016,3,11,0,0.01
2016,4,11,0.03,0.05
2017,1,11,0,0.01
2017,2,11,0,0.01
2017,3,11,0,0.01
2017,4,11,0.03,0.05
2018,1,11,0,0.01
2018,2,11,0,0.01
2018,3,11,0,0.01
2018,4,11,0.02,0.05
2019,1,11,0,0.01
2019,2,11,0,0.01
2019,3,11,0,0.01
2019,4,11,0.03,0.05
2020,1,11,0,0.01
2020,2,11,0,0.01
2020,3,11,0,0.01
2020,4,11,0.03,0.05
-999,1,12,0,0.05
-999,2,12,0,0.05
-999,3,12,0,0.05
-999,4,12,0,0.05
#1975,1,12,81,0.05
#1975,2,12,81,0.05
#1975,3,12,81,0.05
#1975,4,12,81,0.05
#1976,1,12,69.5,0.05
#1976,2,12,69.5,0.05
#1976,3,12,69.5,0.05
#1976,4,12,69.5,0.05
1977,1,12,67.75,0.05
1977,2,12,67.75,0.05
1977,3,12,67.75,0.05
1977,4,12,67.75,0.05
1978,1,12,67.5,0.05
1978,2,12,67.5,0.05
1978,3,12,67.5,0.05
1978,4,12,67.5,0.05
1979,1,12,96.75,0.05
1979,2,12,96.75,0.05
1979,3,12,96.75,0.05
1979,4,12,96.75,0.05
1980,1,12,153,0.05
1980,2,12,153,0.05
1980,3,12,153,0.05
1980,4,12,153,0.05
1981,1,12,67.75,0.05
1981,2,12,67.75,0.05
1981,3,12,67.75,0.05
1981,4,12,67.75,0.05
1982,1,12,70.75,0.05
1982,2,12,70.75,0.05
1982,3,12,70.75,0.05
1982,4,12,70.75,0.05
1983,1,12,82.5,0.05
1983,2,12,82.5,0.05
1983,3,12,82.5,0.05
1983,4,12,82.5,0.05
1984,1,12,98.75,0.05
1984,2,12,98.75,0.05
1984,3,12,98.75,0.05
1984,4,12,98.75,0.05
1985,1,12,183.75,0.05
1985,2,12,183.75,0.05
1985,3,12,183.75,0.05
1985,4,12,183.75,0.05
1986,1,12,233.5,0.05
1986,2,12,233.5,0.05
1986,3,12,233.5,0.05
1986,4,12,233.5,0.05
1987,1,12,298.25,0.05
1987,2,12,298.25,0.05
1987,3,12,298.25,0.05
1987,4,12,298.25,0.05
1988,1,12,189.75,0.05
1988,2,12,189.75,0.05
1988,3,12,189.75,0.05
1988,4,12,189.75,0.05
1989,1,12,273.5,0.05
1989,2,12,273.5,0.05
1989,3,12,273.5,0.05
1989,4,12,273.5,0.05
1990,1,12,282,0.05
1990,2,12,282,0.05
1990,3,12,282,0.05
1990,4,12,282,0.05
1991,1,12,300,0.05
1991,2,12,300,0.05
1991,3,12,300,0.05
1991,4,12,300,0.05
1992,1,12,314.25,0.05
1992,2,12,314.25,0.05
1992,3,12,314.25,0.05
1992,4,12,314.25,0.05
1993,1,12,431,0.05
1993,2,12,431,0.05
1993,3,12,431,0.05
1993,4,12,431,0.05
1994,1,12,91.93,0.05
1994,2,12,91.93,0.05
1994,3,12,91.93,0.05
1994,4,12,91.93,0.05
1995,1,12,64.52,0.05
1995,2,12,64.52,0.05
1995,3,12,64.52,0.05
1995,4,12,64.52,0.05
1996,1,12,173.74,0.05
1996,2,12,173.74,0.05
1996,3,12,173.74,0.05
1996,4,12,173.74,0.05
1997,1,12,61.29,0.05
1997,2,12,61.29,0.05
1997,3,12,61.29,0.05
1997,4,12,61.29,0.05
1998,1,12,78.08,0.05
1998,2,12,78.08,0.05
1998,3,12,78.08,0.05
1998,4,12,78.08,0.05
1999,1,12,138.69,0.05
1999,2,12,138.69,0.05
1999,3,12,138.69,0.05
1999,4,12,138.69,0.05
2000,1,12,85.79,0.05
2000,2,12,85.79,0.05
2000,3,12,85.79,0.05
2000,4,12,85.79,0.05
2001,1,12,88.92,0.05
2001,2,12,88.92,0.05
2001,3,12,88.92,0.05
2001,4,12,88.92,0.05
2002,1,12,3.04,0.05
2002,2,12,3.04,0.05
2002,3,12,3.04,0.05
2002,4,12,3.04,0.05
2003,1,12,49.16,0.05
2003,2,12,49.16,0.05
2003,3,12,49.16,0.05
2003,4,12,49.16,0.05
2004,1,12,31.09,0.05
2004,2,12,31.09,0.05
2004,3,12,31.09,0.05
2004,4,12,31.09,0.05
2005,1,12,27.59,0.05
2005,2,12,27.59,0.05
2005,3,12,27.59,0.05
2005,4,12,27.59,0.05
2006,1,12,19.9,0.05
2006,2,12,19.9,0.05
2006,3,12,19.9,0.05
2006,4,12,19.9,0.05
2007,1,12,30.92,0.05
2007,2,12,30.92,0.05
2007,3,12,30.92,0.05
2007,4,12,30.92,0.05
2008,1,12,22.27,0.05
2008,2,12,22.27,0.05
2008,3,12,22.27,0.05
2008,4,12,22.27,0.05
2009,1,12,34.09,0.05
2009,2,12,34.09,0.05
2009,3,12,34.09,0.05
2009,4,12,34.09,0.05
2010,1,12,40.28,0.05
2010,2,12,40.28,0.05
2010,3,12,40.28,0.05
2010,4,12,40.28,0.05
2011,1,12,45.68,0.05
2011,2,12,45.68,0.05
2011,3,12,45.68,0.05
2011,4,12,45.68,0.05
2012,1,12,20.64,0.05
2012,2,12,20.64,0.05
2012,3,12,20.64,0.05
2012,4,12,20.64,0.05
2013,1,12,43.31,0.05
2013,2,12,43.31,0.05
2013,3,12,43.31,0.05
2013,4,12,43.31,0.05
2014,1,12,66.19,0.05
2014,2,12,66.19,0.05
2014,3,12,66.19,0.05
2014,4,12,66.19,0.05
2015,1,12,72.74,0.05
2015,2,12,72.74,0.05
2015,3,12,72.74,0.05
2015,4,12,72.74,0.05
2016,1,12,58.45,0.05
2016,2,12,58.45,0.05
2016,3,12,58.45,0.05
2016,4,12,58.45,0.05
2017,1,12,69.03,0.05
2017,2,12,69.03,0.05
2017,3,12,69.03,0.05
2017,4,12,69.03,0.05
2018,1,12,66.95,0.05
2018,2,12,66.95,0.05
2018,3,12,66.95,0.05
2018,4,12,66.95,0.05
2019,1,12,62.77,0.05
2019,2,12,62.77,0.05
2019,3,12,62.77,0.05
2019,4,12,62.77,0.05
2020,1,12,55.4,0.05
2020,2,12,55.4,0.05
2020,3,12,55.4,0.05
2020,4,12,55.4,0.05
-999,1,13,0,0.05
-999,2,13,0,0.01
-999,3,13,0,0.01
-999,4,13,0,0.05
#1975,1,13,1058.09,0.05
#1975,2,13,0,0.01
#1975,3,13,0,0.01
#1975,4,13,1481.62,0.05
#1976,1,13,576.65,0.05
#1976,2,13,0,0.01
#1976,3,13,0,0.01
#1976,4,13,807.48,0.05
1977,1,13,0,0.01
1977,2,13,0,0.01
1977,3,13,0,0.01
1977,4,13,0,0.01
1978,1,13,0,0.01
1978,2,13,0,0.01
1978,3,13,0,0.01
1978,4,13,0,0.01
1979,1,13,0,0.01
1979,2,13,0,0.01
1979,3,13,0,0.01
1979,4,13,0,0.01
1980,1,13,0,0.01
1980,2,13,0,0.01
1980,3,13,0,0.01
1980,4,13,0,0.01
1981,1,13,0,0.01
1981,2,13,0,0.01
1981,3,13,0,0.01
1981,4,13,0,0.01
1982,1,13,0,0.01
1982,2,13,0,0.01
1982,3,13,0,0.01
1982,4,13,0,0.01
1983,1,13,0,0.01
1983,2,13,0,0.01
1983,3,13,0,0.01
1983,4,13,0,0.01
1984,1,13,0,0.01
1984,2,13,0,0.01
1984,3,13,0,0.01
1984,4,13,0,0.01
1985,1,13,0,0.01
1985,2,13,0,0.01
1985,3,13,0,0.01
1985,4,13,0,0.01
1986,1,13,0,0.01
1986,2,13,0,0.01
1986,3,13,0,0.01
1986,4,13,0,0.01
1987,1,13,0,0.01
1987,2,13,0,0.01
1987,3,13,0,0.01
1987,4,13,0,0.01
1988,1,13,0,0.01
1988,2,13,0,0.01
1988,3,13,0,0.01
1988,4,13,0,0.01
1989,1,13,0,0.01
1989,2,13,0,0.01
1989,3,13,0,0.01
1989,4,13,0,0.01
1990,1,13,0,0.01
1990,2,13,0,0.01
1990,3,13,0,0.01
1990,4,13,0,0.01
1991,1,13,0,0.01
1991,2,13,0,0.01
1991,3,13,0,0.01
1991,4,13,0,0.01
1992,1,13,0,0.01
1992,2,13,0,0.01
1992,3,13,0,0.01
1992,4,13,0,0.01
1993,1,13,0,0.01
1993,2,13,0,0.01
1993,3,13,0,0.01
1993,4,13,0,0.01
1994,1,13,233.67,0.05
1994,2,13,0,0.01
1994,3,13,0,0.01
1994,4,13,327.21,0.05
1995,1,13,157.08,0.05
1995,2,13,0,0.01
1995,3,13,0,0.01
1995,4,13,219.95,0.05
1996,1,13,113.84,0.05
1996,2,13,0,0.01
1996,3,13,0,0.01
1996,4,13,159.41,0.05
1997,1,13,131.65,0.05
1997,2,13,0,0.01
1997,3,13,0,0.01
1997,4,13,184.35,0.05
1998,1,13,176.83,0.05
1998,2,13,0,0.01
1998,3,13,0,0.01
1998,4,13,247.62,0.05
1999,1,13,182.34,0.05
1999,2,13,0,0.01
1999,3,13,0,0.01
1999,4,13,255.33,0.05
2000,1,13,171.98,0.05
2000,2,13,0,0.01
2000,3,13,0,0.01
2000,4,13,240.81,0.05
2001,1,13,174.4,0.05
2001,2,13,0,0.01
2001,3,13,0,0.01
2001,4,13,244.22,0.05
2002,1,13,204.69,0.05
2002,2,13,0,0.01
2002,3,13,0,0.01
2002,4,13,286.62,0.05
2003,1,13,172.3,0.05
2003,2,13,0,0.01
2003,3,13,0,0.01
2003,4,13,241.27,0.05
2004,1,13,216.83,0.05
2004,2,13,0,0.01
2004,3,13,0,0.01
2004,4,13,303.63,0.05
2005,1,13,196.59,0.05
2005,2,13,0,0.01
2005,3,13,0,0.01
2005,4,13,275.28,0.05
2006,1,13,192.7,0.05
2006,2,13,0,0.01
2006,3,13,0,0.01
2006,4,13,269.84,0.05
2007,1,13,157.08,0.05
2007,2,13,0,0.01
2007,3,13,0,0.01
2007,4,13,219.95,0.05
2008,1,13,210.84,0.05
2008,2,13,0,0.01
2008,3,13,0,0.01
2008,4,13,295.24,0.05
2009,1,13,132.95,0.05
2009,2,13,0,0.01
2009,3,13,0,0.01
2009,4,13,186.17,0.05
2010,1,13,147.85,0.05
2010,2,13,0,0.01
2010,3,13,0,0.01
2010,4,13,207.03,0.05
2011,1,13,56.19,0.05
2011,2,13,0,0.01
2011,3,13,0,0.01
2011,4,13,78.68,0.05
2012,1,13,96.68,0.05
2012,2,13,0,0.01
2012,3,13,0,0.01
2012,4,13,135.37,0.05
2013,1,13,54.41,0.05
2013,2,13,0,0.01
2013,3,13,0,0.01
2013,4,13,76.19,0.05
2014,1,13,28.01,0.05
2014,2,13,0,0.01
2014,3,13,0,0.01
2014,4,13,39.23,0.05
2015,1,13,46.48,0.05
2015,2,13,0,0.01
2015,3,13,0,0.01
2015,4,13,65.08,0.05
2016,1,13,49.88,0.05
2016,2,13,0,0.01
2016,3,13,0,0.01
2016,4,13,69.84,0.05
2017,1,13,39.03,0.05
2017,2,13,0,0.01
2017,3,13,0,0.01
2017,4,13,54.65,0.05
2018,1,13,45.02,0.05
2018,2,13,0,0.01
2018,3,13,0,0.01
2018,4,13,63.04,0.05
2019,1,13,39.03,0.05
2019,2,13,0,0.01
2019,3,13,0,0.01
2019,4,13,54.65,0.05
2020,1,13,39.03,0.05
2020,2,13,0,0.01
2020,3,13,0,0.01
2020,4,13,54.65,0.05
-999,1,14,0,0.01
-999,2,14,0,0.05
-999,3,14,0,0.05
-999,4,14,0,0.01
#1975,1,14,0,0.01
#1975,2,14,445.63,0.05
#1975,3,14,3548.66,0.05
#1975,4,14,0,0.01
#1976,1,14,0,0.01
#1976,2,14,242.87,0.05
#1976,3,14,1934,0.05
#1976,4,14,0,0.01
1977,1,14,0,0.01
1977,2,14,0,0.01
1977,3,14,0,0.01
1977,4,14,0,0.01
1978,1,14,0,0.01
1978,2,14,0,0.01
1978,3,14,0,0.01
1978,4,14,0,0.01
1979,1,14,0,0.01
1979,2,14,0,0.01
1979,3,14,0,0.01
1979,4,14,0,0.01
1980,1,14,0,0.01
1980,2,14,0,0.01
1980,3,14,0,0.01
1980,4,14,0,0.01
1981,1,14,0,0.01
1981,2,14,0,0.01
1981,3,14,0,0.01
1981,4,14,0,0.01
1982,1,14,0,0.01
1982,2,14,0,0.01
1982,3,14,0,0.01
1982,4,14,0,0.01
1983,1,14,0,0.01
1983,2,14,0,0.01
1983,3,14,0,0.01
1983,4,14,0,0.01
1984,1,14,0,0.01
1984,2,14,0,0.01
1984,3,14,0,0.01
1984,4,14,0,0.01
1985,1,14,0,0.01
1985,2,14,0,0.01
1985,3,14,0,0.01
1985,4,14,0,0.01
1986,1,14,0,0.01
1986,2,14,0,0.01
1986,3,14,0,0.01
1986,4,14,0,0.01
1987,1,14,0,0.01
1987,2,14,0,0.01
1987,3,14,0,0.01
1987,4,14,0,0.01
1988,1,14,0,0.01
1988,2,14,0,0.01
1988,3,14,0,0.01
1988,4,14,0,0.01
1989,1,14,0,0.01
1989,2,14,0,0.01
1989,3,14,0,0.01
1989,4,14,0,0.01
1990,1,14,0,0.01
1990,2,14,0,0.01
1990,3,14,0,0.01
1990,4,14,0,0.01
1991,1,14,0,0.01
1991,2,14,0,0.01
1991,3,14,0,0.01
1991,4,14,0,0.01
1992,1,14,0,0.01
1992,2,14,0,0.01
1992,3,14,0,0.01
1992,4,14,0,0.01
1993,1,14,0,0.01
1993,2,14,0,0.01
1993,3,14,0,0.01
1993,4,14,0,0.01
1994,1,14,0,0.01
1994,2,14,98.42,0.05
1994,3,14,783.7,0.05
1994,4,14,0,0.01
1995,1,14,0,0.01
1995,2,14,66.16,0.05
1995,3,14,526.81,0.05
1995,4,14,0,0.01
1996,1,14,0,0.01
1996,2,14,47.95,0.05
1996,3,14,381.8,0.05
1996,4,14,0,0.01
1997,1,14,0,0.01
1997,2,14,55.45,0.05
1997,3,14,441.55,0.05
1997,4,14,0,0.01
1998,1,14,0,0.01
1998,2,14,74.48,0.05
1998,3,14,593.07,0.05
1998,4,14,0,0.01
1999,1,14,0,0.01
1999,2,14,76.8,0.05
1999,3,14,611.54,0.05
1999,4,14,0,0.01
2000,1,14,0,0.01
2000,2,14,72.43,0.05
2000,3,14,576.78,0.05
2000,4,14,0,0.01
2001,1,14,0,0.01
2001,2,14,73.45,0.05
2001,3,14,584.93,0.05
2001,4,14,0,0.01
2002,1,14,0,0.01
2002,2,14,86.21,0.05
2002,3,14,686.49,0.05
2002,4,14,0,0.01
2003,1,14,0,0.01
2003,2,14,72.57,0.05
2003,3,14,577.87,0.05
2003,4,14,0,0.01
2004,1,14,0,0.01
2004,2,14,91.32,0.05
2004,3,14,727.22,0.05
2004,4,14,0,0.01
2005,1,14,0,0.01
2005,2,14,82.8,0.05
2005,3,14,659.33,0.05
2005,4,14,0,0.01
2006,1,14,0,0.01
2006,2,14,81.16,0.05
2006,3,14,646.3,0.05
2006,4,14,0,0.01
2007,1,14,0,0.01
2007,2,14,66.16,0.05
2007,3,14,526.81,0.05
2007,4,14,0,0.01
2008,1,14,0,0.01
2008,2,14,88.8,0.05
2008,3,14,707.13,0.05
2008,4,14,0,0.01
2009,1,14,0,0.01
2009,2,14,55.99,0.05
2009,3,14,445.89,0.05
2009,4,14,0,0.01
2010,1,14,0,0.01
2010,2,14,62.27,0.05
2010,3,14,495.86,0.05
2010,4,14,0,0.01
2011,1,14,0,0.01
2011,2,14,23.67,0.05
2011,3,14,188.46,0.05
2011,4,14,0,0.01
2012,1,14,0,0.01
2012,2,14,40.72,0.05
2012,3,14,324.23,0.05
2012,4,14,0,0.01
2013,1,14,0,0.01
2013,2,14,22.92,0.05
2013,3,14,182.48,0.05
2013,4,14,0,0.01
2014,1,14,0,0.01
2014,2,14,11.8,0.05
2014,3,14,93.96,0.05
2014,4,14,0,0.01
2015,1,14,0,0.01
2015,2,14,19.57,0.05
2015,3,14,155.87,0.05
2015,4,14,0,0.01
2016,1,14,0,0.01
2016,2,14,21.01,0.05
2016,3,14,167.28,0.05
2016,4,14,0,0.01
2017,1,14,0,0.01
2017,2,14,16.44,0.05
2017,3,14,130.89,0.05
2017,4,14,0,0.01
2018,1,14,0,0.01
2018,2,14,18.96,0.05
2018,3,14,150.98,0.05
2018,4,14,0,0.01
2019,1,14,0,0.01
2019,2,14,16.44,0.05
2019,3,14,130.89,0.05
2019,4,14,0,0.01
2020,1,14,0,0.01
2020,2,14,16.44,0.05
2020,3,14,130.89,0.05
2020,4,14,0,0.01
-999,1,15,0,0.05
-999,2,15,0,0.05
-999,3,15,0,0.05
-999,4,15,0,0.05
#1975,1,15,171.5,0.05
#1975,2,15,171.5,0.05
#1975,3,15,171.5,0.05
#1975,4,15,171.5,0.05
#1976,1,15,146.25,0.05
#1976,2,15,146.25,0.05
#1976,3,15,146.25,0.05
#1976,4,15,146.25,0.05
1977,1,15,136.75,0.05
1977,2,15,136.75,0.05
1977,3,15,136.75,0.05
1977,4,15,136.75,0.05
1978,1,15,136.5,0.05
1978,2,15,136.5,0.05
1978,3,15,136.5,0.05
1978,4,15,136.5,0.05
1979,1,15,131.5,0.05
1979,2,15,131.5,0.05
1979,3,15,131.5,0.05
1979,4,15,131.5,0.05
1980,1,15,134,0.05
1980,2,15,134,0.05
1980,3,15,134,0.05
1980,4,15,134,0.05
1981,1,15,135.5,0.05
1981,2,15,135.5,0.05
1981,3,15,135.5,0.05
1981,4,15,135.5,0.05
1982,1,15,164,0.05
1982,2,15,164,0.05
1982,3,15,164,0.05
1982,4,15,164,0.05
1983,1,15,212.25,0.05
1983,2,15,212.25,0.05
1983,3,15,212.25,0.05
1983,4,15,212.25,0.05
1984,1,15,198.75,0.05
1984,2,15,198.75,0.05
1984,3,15,198.75,0.05
1984,4,15,198.75,0.05
1985,1,15,193.25,0.05
1985,2,15,193.25,0.05
1985,3,15,193.25,0.05
1985,4,15,193.25,0.05
1986,1,15,156.25,0.05
1986,2,15,156.25,0.05
1986,3,15,156.25,0.05
1986,4,15,156.25,0.05
1987,1,15,136.25,0.05
1987,2,15,136.25,0.05
1987,3,15,136.25,0.05
1987,4,15,136.25,0.05
1988,1,15,180.5,0.05
1988,2,15,180.5,0.05
1988,3,15,180.5,0.05
1988,4,15,180.5,0.05
1989,1,15,159.75,0.05
1989,2,15,159.75,0.05
1989,3,15,159.75,0.05
1989,4,15,159.75,0.05
1990,1,15,141,0.05
1990,2,15,141,0.05
1990,3,15,141,0.05
1990,4,15,141,0.05
1991,1,15,133.5,0.05
1991,2,15,133.5,0.05
1991,3,15,133.5,0.05
1991,4,15,133.5,0.05
1992,1,15,84.5,0.05
1992,2,15,84.5,0.05
1992,3,15,84.5,0.05
1992,4,15,84.5,0.05
1993,1,15,177,0.05
1993,2,15,177,0.05
1993,3,15,177,0.05
1993,4,15,177,0.05
1994,1,15,95.75,0.05
1994,2,15,95.75,0.05
1994,3,15,95.75,0.05
1994,4,15,95.75,0.05
1995,1,15,70.75,0.05
1995,2,15,70.75,0.05
1995,3,15,70.75,0.05
1995,4,15,70.75,0.05
1996,1,15,38,0.05
1996,2,15,38,0.05
1996,3,15,38,0.05
1996,4,15,38,0.05
1997,1,15,40.75,0.05
1997,2,15,40.75,0.05
1997,3,15,40.75,0.05
1997,4,15,40.75,0.05
1998,1,15,76,0.05
1998,2,15,76,0.05
1998,3,15,76,0.05
1998,4,15,76,0.05
1999,1,15,46,0.05
1999,2,15,46,0.05
1999,3,15,46,0.05
1999,4,15,46,0.05
2000,1,15,74.25,0.05
2000,2,15,74.25,0.05
2000,3,15,74.25,0.05
2000,4,15,74.25,0.05
2001,1,15,59.25,0.05
2001,2,15,59.25,0.05
2001,3,15,59.25,0.05
2001,4,15,59.25,0.05
2002,1,15,72.5,0.05
2002,2,15,72.5,0.05
2002,3,15,72.5,0.05
2002,4,15,72.5,0.05
2003,1,15,50.75,0.05
2003,2,15,50.75,0.05
2003,3,15,50.75,0.05
2003,4,15,50.75,0.05
2004,1,15,22.5,0.05
2004,2,15,22.5,0.05
2004,3,15,22.5,0.05
2004,4,15,22.5,0.05
2005,1,15,24.5,0.05
2005,2,15,24.5,0.05
2005,3,15,24.5,0.05
2005,4,15,24.5,0.05
2006,1,15,23.75,0.05
2006,2,15,23.75,0.05
2006,3,15,23.75,0.05
2006,4,15,23.75,0.05
2007,1,15,19.75,0.05
2007,2,15,19.75,0.05
2007,3,15,19.75,0.05
2007,4,15,19.75,0.05
2008,1,15,24.25,0.05
2008,2,15,24.25,0.05
2008,3,15,24.25,0.05
2008,4,15,24.25,0.05
2009,1,15,22.5,0.05
2009,2,15,22.5,0.05
2009,3,15,22.5,0.05
2009,4,15,22.5,0.05
2010,1,15,20.5,0.05
2010,2,15,20.5,0.05
2010,3,15,20.5,0.05
2010,4,15,20.5,0.05
2011,1,15,22,0.05
2011,2,15,22,0.05
2011,3,15,22,0.05
2011,4,15,22,0.05
2012,1,15,29.75,0.05
2012,2,15,29.75,0.05
2012,3,15,29.75,0.05
2012,4,15,29.75,0.05
2013,1,15,23,0.05
2013,2,15,23,0.05
2013,3,15,23,0.05
2013,4,15,23,0.05
2014,1,15,14.25,0.05
2014,2,15,14.25,0.05
2014,3,15,14.25,0.05
2014,4,15,14.25,0.05
2015,1,15,25.25,0.05
2015,2,15,25.25,0.05
2015,3,15,25.25,0.05
2015,4,15,25.25,0.05
2016,1,15,24.5,0.05
2016,2,15,24.5,0.05
2016,3,15,24.5,0.05
2016,4,15,24.5,0.05
2017,1,15,19.75,0.05
2017,2,15,19.75,0.05
2017,3,15,19.75,0.05
2017,4,15,19.75,0.05
2018,1,15,29,0.05
2018,2,15,29,0.05
2018,3,15,29,0.05
2018,4,15,29,0.05
2019,1,15,32.25,0.05
2019,2,15,32.25,0.05
2019,3,15,32.25,0.05
2019,4,15,32.25,0.05
2020,1,15,32.25,0.05
2020,2,15,32.25,0.05
2020,3,15,32.25,0.05
2020,4,15,32.25,0.05
-999,1,16,0,0.05
-999,2,16,0,0.05
-999,3,16,0,0.05
-999,4,16,0,0.05
#1975,1,16,0,0.05
#1975,2,16,0,0.05
#1975,3,16,0,0.05
#1975,4,16,0,0.05
#1976,1,16,0,0.05
#1976,2,16,0,0.05
#1976,3,16,0,0.05
#1976,4,16,0,0.05
1977,1,16,0,0.05
1977,2,16,0,0.05
1977,3,16,0,0.05
1977,4,16,0,0.05
1978,1,16,0,0.05
1978,2,16,0,0.05
1978,3,16,0,0.05
1978,4,16,0,0.05
1979,1,16,0,0.05
1979,2,16,0,0.05
1979,3,16,0,0.05
1979,4,16,0,0.05
1980,1,16,0,0.05
1980,2,16,0,0.05
1980,3,16,0,0.05
1980,4,16,0,0.05
1981,1,16,0,0.05
1981,2,16,0,0.05
1981,3,16,0,0.05
1981,4,16,0,0.05
1982,1,16,0,0.05
1982,2,16,0,0.05
1982,3,16,0,0.05
1982,4,16,0,0.05
1983,1,16,0,0.05
1983,2,16,0,0.05
1983,3,16,0,0.05
1983,4,16,0,0.05
1984,1,16,0,0.05
1984,2,16,0,0.05
1984,3,16,0,0.05
1984,4,16,0,0.05
1985,1,16,0,0.05
1985,2,16,0,0.05
1985,3,16,0,0.05
1985,4,16,0,0.05
1986,1,16,0,0.05
1986,2,16,0,0.05
1986,3,16,0,0.05
1986,4,16,0,0.05
1987,1,16,35.64,0.05
1987,2,16,85.84,0.05
1987,3,16,15.17,0.05
1987,4,16,140.03,0.05
1988,1,16,130.27,0.05
1988,2,16,177.15,0.05
1988,3,16,8.53,0.05
1988,4,16,166.62,0.05
1989,1,16,174.73,0.05
1989,2,16,257.26,0.05
1989,3,16,17.48,0.05
1989,4,16,137.37,0.05
1990,1,16,114.52,0.05
1990,2,16,205.75,0.05
1990,3,16,35.38,0.05
1990,4,16,128.04,0.05
1991,1,16,103.13,0.05
1991,2,16,239.63,0.05
1991,3,16,61.87,0.05
1991,4,16,145.23,0.05
1992,1,16,134.29,0.05
