year,seas,fleet,catch,catch se
2019,3,20,8.47,0.05
2019,4,20,8.47,0.05
2020,1,20,8.35,0.05
2020,2,20,8.35,0.05
2020,3,20,8.35,0.05
2020,4,20,8.35,0.05
-999,1,21,0,0.05
-999,2,21,0,0.05
-999,3,21,0,0.05
-999,4,21,0,0.05
#1975,1,21,6,0.05
#1975,2,21,6,0.05
#1975,3,21,6,0.05
#1975,4,21,6,0.05
#1976,1,21,14,0.05
#1976,2,21,14,0.05
#1976,3,21,14,0.05
#1976,4,21,14,0.05
1977,1,21,11.25,0.05
1977,2,21,11.25,0.05
1977,3,21,11.25,0.05
1977,4,21,11.25,0.05
1978,1,21,15,0.05
1978,2,21,15,0.05
1978,3,21,15,0.05
1978,4,21,15,0.05
1979,1,21,20,0.05
1979,2,21,20,0.05
1979,3,21,20,0.05
1979,4,21,20,0.05
1980,1,21,7.5,0.05
1980,2,21,7.5,0.05
1980,3,21,7.5,0.05
1980,4,21,7.5,0.05
1981,1,21,27,0.05
1981,2,21,27,0.05
1981,3,21,27,0.05
1981,4,21,27,0.05
1982,1,21,29.25,0.05
1982,2,21,29.25,0.05
1982,3,21,29.25,0.05
1982,4,21,29.25,0.05
1983,1,21,16,0.05
1983,2,21,16,0.05
1983,3,21,16,0.05
1983,4,21,16,0.05
1984,1,21,20.75,0.05
1984,2,21,20.75,0.05
1984,3,21,20.75,0.05
1984,4,21,20.75,0.05
1985,1,21,17.25,0.05
1985,2,21,17.25,0.05
1985,3,21,17.25,0.05
1985,4,21,17.25,0.05
1986,1,21,18.5,0.05
1986,2,21,18.5,0.05
1986,3,21,18.5,0.05
1986,4,21,18.5,0.05
1987,1,21,37,0.05
1987,2,21,37,0.05
1987,3,21,37,0.05
1987,4,21,37,0.05
1988,1,21,31.75,0.05
1988,2,21,31.75,0.05
1988,3,21,31.75,0.05
1988,4,21,31.75,0.05
1989,1,21,27.25,0.05
1989,2,21,27.25,0.05
1989,3,21,27.25,0.05
1989,4,21,27.25,0.05
1990,1,21,10.75,0.05
1990,2,21,10.75,0.05
1990,3,21,10.75,0.05
1990,4,21,10.75,0.05
1991,1,21,6,0.05
1991,2,21,6,0.05
1991,3,21,6,0.05
1991,4,21,6,0.05
1992,1,21,17.5,0.05
1992,2,21,17.5,0.05
1992,3,21,17.5,0.05
1992,4,21,17.5,0.05
1993,1,21,48.5,0.05
1993,2,21,48.5,0.05
1993,3,21,48.5,0.05
1993,4,21,48.5,0.05
1994,1,21,84.75,0.05
1994,2,21,84.75,0.05
1994,3,21,84.75,0.05
1994,4,21,84.75,0.05
1995,1,21,80,0.05
1995,2,21,80,0.05
1995,3,21,80,0.05
1995,4,21,80,0.05
1996,1,21,45.75,0.05
1996,2,21,45.75,0.05
1996,3,21,45.75,0.05
1996,4,21,45.75,0.05
1997,1,21,37.5,0.05
1997,2,21,37.5,0.05
1997,3,21,37.5,0.05
1997,4,21,37.5,0.05
1998,1,21,65,0.05
1998,2,21,65,0.05
1998,3,21,65,0.05
1998,4,21,65,0.05
1999,1,21,76.5,0.05
1999,2,21,76.5,0.05
1999,3,21,76.5,0.05
1999,4,21,76.5,0.05
2000,1,21,42.5,0.05
2000,2,21,42.5,0.05
2000,3,21,42.5,0.05
2000,4,21,42.5,0.05
2001,1,21,38.75,0.05
2001,2,21,38.75,0.05
2001,3,21,38.75,0.05
2001,4,21,38.75,0.05
2002,1,21,55.75,0.05
2002,2,21,55.75,0.05
2002,3,21,55.75,0.05
2002,4,21,55.75,0.05
2003,1,21,99.75,0.05
2003,2,21,99.75,0.05
2003,3,21,99.75,0.05
2003,4,21,99.75,0.05
2004,1,21,68.25,0.05
2004,2,21,68.25,0.05
2004,3,21,68.25,0.05
2004,4,21,68.25,0.05
2005,1,21,70.5,0.05
2005,2,21,70.5,0.05
2005,3,21,70.5,0.05
2005,4,21,70.5,0.05
2006,1,21,60,0.05
2006,2,21,60,0.05
2006,3,21,60,0.05
2006,4,21,60,0.05
2007,1,21,35.25,0.05
2007,2,21,35.25,0.05
2007,3,21,35.25,0.05
2007,4,21,35.25,0.05
2008,1,21,52.75,0.05
2008,2,21,52.75,0.05
2008,3,21,52.75,0.05
2008,4,21,52.75,0.05
2009,1,21,29.75,0.05
2009,2,21,29.75,0.05
2009,3,21,29.75,0.05
2009,4,21,29.75,0.05
2010,1,21,31.75,0.05
2010,2,21,31.75,0.05
2010,3,21,31.75,0.05
2010,4,21,31.75,0.05
2011,1,21,55,0.05
2011,2,21,55,0.05
2011,3,21,55,0.05
2011,4,21,55,0.05
2012,1,21,57.25,0.05
2012,2,21,57.25,0.05
2012,3,21,57.25,0.05
2012,4,21,57.25,0.05
2013,1,21,16.75,0.05
2013,2,21,16.75,0.05
2013,3,21,16.75,0.05
2013,4,21,16.75,0.05
2014,1,21,144,0.05
2014,2,21,144,0.05
2014,3,21,144,0.05
2014,4,21,144,0.05
2015,1,21,156.25,0.05
2015,2,21,156.25,0.05
2015,3,21,156.25,0.05
2015,4,21,156.25,0.05
2016,1,21,98.5,0.05
2016,2,21,98.5,0.05
2016,3,21,98.5,0.05
2016,4,21,98.5,0.05
2017,1,21,59.75,0.05
2017,2,21,59.75,0.05
2017,3,21,59.75,0.05
2017,4,21,59.75,0.05
2018,1,21,41.25,0.05
2018,2,21,41.25,0.05
2018,3,21,41.25,0.05
2018,4,21,41.25,0.05
2019,1,21,38.75,0.05
2019,2,21,38.75,0.05
2019,3,21,38.75,0.05
2019,4,21,38.75,0.05
2020,1,21,29.75,0.05
2020,2,21,29.75,0.05
2020,3,21,29.75,0.05
2020,4,21,29.75,0.05
-999,1,22,0,0.05
-999,2,22,0,0.01
-999,3,22,0,0.01
-999,4,22,0,0.01
#1975,1,22,0.86,0.05
#1975,2,22,0,0.01
#1975,3,22,0,0.01
#1975,4,22,0,0.01
#1976,1,22,1.86,0.05
#1976,2,22,0,0.01
#1976,3,22,0,0.01
#1976,4,22,0,0.01
1977,1,22,1.33,0.05
1977,2,22,0,0.01
1977,3,22,0,0.01
1977,4,22,0,0.01
1978,1,22,0.63,0.05
1978,2,22,0,0.01
1978,3,22,0,0.01
1978,4,22,0,0.01
1979,1,22,0.99,0.05
1979,2,22,0,0.01
1979,3,22,0,0.01
1979,4,22,0,0.01
1980,1,22,0.89,0.05
1980,2,22,0,0.01
1980,3,22,0,0.01
1980,4,22,0,0.01
1981,1,22,1.36,0.05
1981,2,22,0,0.01
1981,3,22,0,0.01
1981,4,22,0,0.01
1982,1,22,0.82,0.05
1982,2,22,0,0.01
1982,3,22,0,0.01
1982,4,22,0,0.01
1983,1,22,0.87,0.05
1983,2,22,0,0.01
1983,3,22,0,0.01
1983,4,22,0,0.01
1984,1,22,1.54,0.05
1984,2,22,0,0.01
1984,3,22,0,0.01
1984,4,22,0,0.01
1985,1,22,1.67,0.05
1985,2,22,0,0.01
1985,3,22,0,0.01
1985,4,22,0,0.01
1986,1,22,1.29,0.05
1986,2,22,0,0.01
1986,3,22,0,0.01
1986,4,22,0,0.01
1987,1,22,1.36,0.05
1987,2,22,0,0.01
1987,3,22,0,0.01
1987,4,22,0,0.01
1988,1,22,2.55,0.05
1988,2,22,0,0.01
1988,3,22,0,0.01
1988,4,22,0,0.01
1989,1,22,1.41,0.05
1989,2,22,0,0.01
1989,3,22,0,0.01
1989,4,22,0,0.01
1990,1,22,1.46,0.05
1990,2,22,0,0.01
1990,3,22,0,0.01
1990,4,22,0,0.01
1991,1,22,0.67,0.05
1991,2,22,0,0.01
1991,3,22,0,0.01
1991,4,22,0,0.01
1992,1,22,0.77,0.05
1992,2,22,0,0.01
1992,3,22,0,0.01
1992,4,22,0,0.01
1993,1,22,0.96,0.05
1993,2,22,0,0.01
1993,3,22,0,0.01
1993,4,22,0,0.01
1994,1,22,0,0.01
1994,2,22,0,0.01
1994,3,22,0,0.01
1994,4,22,0,0.01
1995,1,22,0,0.01
1995,2,22,0,0.01
1995,3,22,0,0.01
1995,4,22,0,0.01
1996,1,22,0,0.01
1996,2,22,0,0.01
1996,3,22,0,0.01
1996,4,22,0,0.01
1997,1,22,0,0.01
1997,2,22,0,0.01
1997,3,22,0,0.01
1997,4,22,0,0.01
1998,1,22,0,0.01
1998,2,22,0,0.01
1998,3,22,0,0.01
1998,4,22,0,0.01
1999,1,22,0,0.01
1999,2,22,0,0.01
1999,3,22,0,0.01
1999,4,22,0,0.01
2000,1,22,0,0.01
2000,2,22,0,0.01
2000,3,22,0,0.01
2000,4,22,0,0.01
2001,1,22,0,0.01
2001,2,22,0,0.01
2001,3,22,0,0.01
2001,4,22,0,0.01
2002,1,22,0,0.01
2002,2,22,0,0.01
2002,3,22,0,0.01
2002,4,22,0,0.01
2003,1,22,0,0.01
2003,2,22,0,0.01
2003,3,22,0,0.01
2003,4,22,0,0.01
2004,1,22,0,0.01
2004,2,22,0,0.01
2004,3,22,0,0.01
2004,4,22,0,0.01
2005,1,22,0,0.01
2005,2,22,0,0.01
2005,3,22,0,0.01
2005,4,22,0,0.01
2006,1,22,0,0.01
2006,2,22,0,0.01
2006,3,22,0,0.01
2006,4,22,0,0.01
2007,1,22,0,0.01
2007,2,22,0,0.01
2007,3,22,0,0.01
2007,4,22,0,0.01
2008,1,22,0,0.01
2008,2,22,0,0.01
2008,3,22,0,0.01
2008,4,22,0,0.01
2009,1,22,0,0.01
2009,2,22,0,0.01
2009,3,22,0,0.01
2009,4,22,0,0.01
2010,1,22,0,0.01
2010,2,22,0,0.01
2010,3,22,0,0.01
2010,4,22,0,0.01
2011,1,22,0,0.01
2011,2,22,0,0.01
2011,3,22,0,0.01
2011,4,22,0,0.01
2012,1,22,0,0.01
2012,2,22,0,0.01
2012,3,22,0,0.01
2012,4,22,0,0.01
2013,1,22,0,0.01
2013,2,22,0,0.01
2013,3,22,0,0.01
2013,4,22,0,0.01
2014,1,22,0,0.01
2014,2,22,0,0.01
2014,3,22,0,0.01
2014,4,22,0,0.01
2015,1,22,0,0.01
2015,2,22,0,0.01
2015,3,22,0,0.01
2015,4,22,0,0.01
2016,1,22,0,0.01
2016,2,22,0,0.01
2016,3,22,0,0.01
2016,4,22,0,0.01
2017,1,22,0,0.01
2017,2,22,0,0.01
2017,3,22,0,0.01
2017,4,22,0,0.01
2018,1,22,0,0.01
2018,2,22,0,0.01
2018,3,22,0,0.01
2018,4,22,0,0.01
2019,1,22,0,0.01
2019,2,22,0,0.01
2019,3,22,0,0.01
2019,4,22,0,0.01
2020,1,22,0,0.01
2020,2,22,0,0.01
2020,3,22,0,0.01
2020,4,22,0,0.01
-999,1,23,0,0.01
-999,2,23,0,0.01
-999,3,23,0,0.05
-999,4,23,0,0.01
#1975,1,23,0,0.01
#1975,2,23,0,0.01
#1975,3,23,7.95,0.05
#1975,4,23,0,0.01
#1976,1,23,0,0.01
#1976,2,23,0,0.01
#1976,3,23,3.26,0.05
#1976,4,23,0,0.01
1977,1,23,0,0.01
1977,2,23,0,0.01
1977,3,23,2.29,0.05
1977,4,23,0,0.01
1978,1,23,0,0.01
1978,2,23,0,0.01
1978,3,23,2.84,0.05
1978,4,23,0,0.01
1979,1,23,0,0.01
1979,2,23,0,0.01
1979,3,23,5.72,0.05
1979,4,23,0,0.01
1980,1,23,0,0.01
1980,2,23,0,0.01
1980,3,23,5.94,0.05
1980,4,23,0,0.01
1981,1,23,0,0.01
1981,2,23,0,0.01
1981,3,23,3.46,0.05
1981,4,23,0,0.01
1982,1,23,0,0.01
1982,2,23,0,0.01
1982,3,23,3.24,0.05
1982,4,23,0,0.01
1983,1,23,0,0.01
1983,2,23,0,0.01
1983,3,23,2.73,0.05
1983,4,23,0,0.01
1984,1,23,0,0.01
1984,2,23,0,0.01
1984,3,23,5.5,0.05
1984,4,23,0,0.01
1985,1,23,0,0.01
1985,2,23,0,0.01
1985,3,23,15.56,0.05
1985,4,23,0,0.01
1986,1,23,0,0.01
1986,2,23,0,0.01
1986,3,23,9.71,0.05
1986,4,23,0,0.01
1987,1,23,0,0.01
1987,2,23,0,0.01
1987,3,23,6.85,0.05
1987,4,23,0,0.01
1988,1,23,0,0.01
1988,2,23,0,0.01
1988,3,23,13.88,0.05
1988,4,23,0,0.01
1989,1,23,0,0.01
1989,2,23,0,0.01
1989,3,23,8.64,0.05
1989,4,23,0,0.01
1990,1,23,0,0.01
1990,2,23,0,0.01
1990,3,23,6.17,0.05
1990,4,23,0,0.01
1991,1,23,0,0.01
1991,2,23,0,0.01
1991,3,23,7.68,0.05
1991,4,23,0,0.01
1992,1,23,0,0.01
1992,2,23,0,0.01
1992,3,23,8.63,0.05
1992,4,23,0,0.01
1993,1,23,0,0.01
1993,2,23,0,0.01
1993,3,23,9.88,0.05
1993,4,23,0,0.01
1994,1,23,0,0.01
1994,2,23,0,0.01
1994,3,23,0,0.01
1994,4,23,0,0.01
1995,1,23,0,0.01
1995,2,23,0,0.01
1995,3,23,0,0.01
1995,4,23,0,0.01
1996,1,23,0,0.01
1996,2,23,0,0.01
1996,3,23,0,0.01
1996,4,23,0,0.01
1997,1,23,0,0.01
1997,2,23,0,0.01
1997,3,23,0,0.01
1997,4,23,0,0.01
1998,1,23,0,0.01
1998,2,23,0,0.01
1998,3,23,0,0.01
1998,4,23,0,0.01
1999,1,23,0,0.01
1999,2,23,0,0.01
1999,3,23,0,0.01
1999,4,23,0,0.01
2000,1,23,0,0.01
2000,2,23,0,0.01
2000,3,23,0,0.01
2000,4,23,0,0.01
2001,1,23,0,0.01
2001,2,23,0,0.01
2001,3,23,0,0.01
2001,4,23,0,0.01
2002,1,23,0,0.01
2002,2,23,0,0.01
2002,3,23,0,0.01
2002,4,23,0,0.01
2003,1,23,0,0.01
2003,2,23,0,0.01
2003,3,23,0,0.01
2003,4,23,0,0.01
2004,1,23,0,0.01
2004,2,23,0,0.01
2004,3,23,0,0.01
2004,4,23,0,0.01
2005,1,23,0,0.01
2005,2,23,0,0.01
2005,3,23,0,0.01
2005,4,23,0,0.01
2006,1,23,0,0.01
2006,2,23,0,0.01
2006,3,23,0,0.01
2006,4,23,0,0.01
2007,1,23,0,0.01
2007,2,23,0,0.01
2007,3,23,0,0.01
2007,4,23,0,0.01
2008,1,23,0,0.01
2008,2,23,0,0.01
2008,3,23,0,0.01
2008,4,23,0,0.01
2009,1,23,0,0.01
2009,2,23,0,0.01
2009,3,23,0,0.01
2009,4,23,0,0.01
2010,1,23,0,0.01
2010,2,23,0,0.01
2010,3,23,0,0.01
2010,4,23,0,0.01
2011,1,23,0,0.01
2011,2,23,0,0.01
2011,3,23,0,0.01
2011,4,23,0,0.01
2012,1,23,0,0.01
2012,2,23,0,0.01
2012,3,23,0,0.01
2012,4,23,0,0.01
2013,1,23,0,0.01
2013,2,23,0,0.01
2013,3,23,0,0.01
2013,4,23,0,0.01
2014,1,23,0,0.01
2014,2,23,0,0.01
2014,3,23,0,0.01
2014,4,23,0,0.01
2015,1,23,0,0.01
2015,2,23,0,0.01
2015,3,23,0,0.01
2015,4,23,0,0.01
2016,1,23,0,0.01
2016,2,23,0,0.01
2016,3,23,0,0.01
2016,4,23,0,0.01
2017,1,23,0,0.01
2017,2,23,0,0.01
2017,3,23,0,0.01
2017,4,23,0,0.01
2018,1,23,0,0.01
2018,2,23,0,0.01
2018,3,23,0,0.01
2018,4,23,0,0.01
2019,1,23,0,0.01
2019,2,23,0,0.01
2019,3,23,0,0.01
2019,4,23,0,0.01
2020,1,23,0,0.01
2020,2,23,0,0.01
2020,3,23,0,0.01
2020,4,23,0,0.01
-999,1,24,0,0.01
-999,2,24,0,0.01
-999,3,24,0,0.01
-999,4,24,0,0.01
#1975,1,24,0,0.01
#1975,2,24,0,0.01
#1975,3,24,0,0.01
#1975,4,24,0,0.01
#1976,1,24,0,0.01
#1976,2,24,0,0.01
#1976,3,24,0,0.01
#1976,4,24,0,0.01
1977,1,24,0.01,0.05
1977,2,24,0,0.01
1977,3,24,0,0.01
1977,4,24,28.8,0.05
1978,1,24,1.06,0.05
1978,2,24,0,0.01
1978,3,24,0,0.01
1978,4,24,28.96,0.05
1979,1,24,0.59,0.05
1979,2,24,0,0.01
1979,3,24,0,0.01
1979,4,24,26.29,0.05
1980,1,24,2.74,0.05
1980,2,24,0,0.01
1980,3,24,0,0.01
1980,4,24,28.49,0.05
1981,1,24,6.32,0.05
1981,2,24,0,0.01
1981,3,24,0,0.01
1981,4,24,25.62,0.05
1982,1,24,3.91,0.05
1982,2,24,0,0.01
1982,3,24,0,0.01
1982,4,24,9.94,0.05
1983,1,24,3.68,0.05
1983,2,24,0,0.01
1983,3,24,0,0.01
1983,4,24,9.24,0.05
1984,1,24,3.33,0.05
1984,2,24,0,0.01
1984,3,24,0,0.01
1984,4,24,16.84,0.05
1985,1,24,3.08,0.05
1985,2,24,0,0.01
1985,3,24,0,0.01
1985,4,24,22.23,0.05
1986,1,24,3.86,0.05
1986,2,24,0,0.01
1986,3,24,0,0.01
1986,4,24,22.26,0.05
1987,1,24,2.42,0.05
1987,2,24,0,0.01
1987,3,24,0,0.01
1987,4,24,8.29,0.05
1988,1,24,9.91,0.05
1988,2,24,0,0.01
1988,3,24,0,0.01
1988,4,24,8.66,0.05
1989,1,24,4.45,0.05
1989,2,24,0,0.01
1989,3,24,0,0.01
1989,4,24,11.31,0.05
1990,1,24,8.29,0.05
1990,2,24,0,0.01
1990,3,24,0,0.01
1990,4,24,18.59,0.05
1991,1,24,4.85,0.05
1991,2,24,0,0.01
1991,3,24,0,0.01
1991,4,24,16.22,0.05
1992,1,24,4.42,0.05
1992,2,24,0,0.01
1992,3,24,0,0.01
1992,4,24,11.23,0.05
1993,1,24,4.16,0.05
1993,2,24,0,0.01
1993,3,24,0,0.01
1993,4,24,8.66,0.05
1994,1,24,0,0.01
1994,2,24,0,0.01
1994,3,24,0,0.01
1994,4,24,0,0.01
1995,1,24,0,0.01
1995,2,24,0,0.01
1995,3,24,0,0.01
1995,4,24,0,0.01
1996,1,24,0,0.01
1996,2,24,0,0.01
1996,3,24,0,0.01
1996,4,24,0,0.01
1997,1,24,0,0.01
1997,2,24,0,0.01
1997,3,24,0,0.01
1997,4,24,0,0.01
1998,1,24,0,0.01
1998,2,24,0,0.01
1998,3,24,0,0.01
1998,4,24,0,0.01
1999,1,24,0,0.01
1999,2,24,0,0.01
1999,3,24,0,0.01
1999,4,24,0,0.01
2000,1,24,0,0.01
2000,2,24,0,0.01
2000,3,24,0,0.01
2000,4,24,0,0.01
2001,1,24,0,0.01
2001,2,24,0,0.01
2001,3,24,0,0.01
2001,4,24,0,0.01
2002,1,24,0,0.01
2002,2,24,0,0.01
2002,3,24,0,0.01
2002,4,24,0,0.01
2003,1,24,0,0.01
2003,2,24,0,0.01
2003,3,24,0,0.01
2003,4,24,0,0.01
2004,1,24,0,0.01
2004,2,24,0,0.01
2004,3,24,0,0.01
2004,4,24,0,0.01
2005,1,24,0,0.01
2005,2,24,0,0.01
2005,3,24,0,0.01
2005,4,24,0,0.01
2006,1,24,0,0.01
2006,2,24,0,0.01
2006,3,24,0,0.01
2006,4,24,0,0.01
2007,1,24,0,0.01
2007,2,24,0,0.01
2007,3,24,0,0.01
2007,4,24,0,0.01
2008,1,24,0,0.01
2008,2,24,0,0.01
2008,3,24,0,0.01
2008,4,24,0,0.01
2009,1,24,0,0.01
2009,2,24,0,0.01
2009,3,24,0,0.01
2009,4,24,0,0.01
2010,1,24,0,0.01
2010,2,24,0,0.01
2010,3,24,0,0.01
2010,4,24,0,0.01
2011,1,24,0,0.01
2011,2,24,0,0.01
2011,3,24,0,0.01
2011,4,24,0,0.01
2012,1,24,0,0.01
2012,2,24,0,0.01
2012,3,24,0,0.01
2012,4,24,0,0.01
2013,1,24,0,0.01
2013,2,24,0,0.01
2013,3,24,0,0.01
2013,4,24,0,0.01
2014,1,24,0,0.01
2014,2,24,0,0.01
2014,3,24,0,0.01
2014,4,24,0,0.01
2015,1,24,0,0.01
2015,2,24,0,0.01
2015,3,24,0,0.01
2015,4,24,0,0.01
2016,1,24,0,0.01
2016,2,24,0,0.01
2016,3,24,0,0.01
2016,4,24,0,0.01
2017,1,24,0,0.01
2017,2,24,0,0.01
2017,3,24,0,0.01
2017,4,24,0,0.01
2018,1,24,0,0.01
2018,2,24,0,0.01
2018,3,24,0,0.01
2018,4,24,0,0.01
2019,1,24,0,0.01
2019,2,24,0,0.01
2019,3,24,0,0.01
2019,4,24,0,0.01
2020,1,24,0,0.01
2020,2,24,0,0.01
2020,3,24,0,0.01
2020,4,24,0,0.01
-999,1,25,0,0.05
-999,2,25,0,0.05
-999,3,25,0,0.05
-999,4,25,0,0.05
#1975,1,25,0,0.01
#1975,2,25,0,0.01
#1975,3,25,0,0.01
#1975,4,25,0,0.01
#1976,1,25,0,0.01
#1976,2,25,0,0.01
#1976,3,25,0,0.01
#1976,4,25,0,0.01
1977,1,25,0,0.01
1977,2,25,0.45,0.05
1977,3,25,38.64,0.05
1977,4,25,0,0.01
1978,1,25,0,0.01
1978,2,25,0.71,0.05
1978,3,25,83.35,0.05
1978,4,25,0,0.01
1979,1,25,0,0.01
1979,2,25,1.52,0.05
1979,3,25,49.97,0.05
1979,4,25,0,0.01
1980,1,25,0,0.01
1980,2,25,3.92,0.05
1980,3,25,106.91,0.05
1980,4,25,0,0.01
1981,1,25,0,0.01
1981,2,25,2.54,0.05
1981,3,25,101.71,0.05
1981,4,25,0,0.01
1982,1,25,0,0.01
1982,2,25,5.4,0.05
1982,3,25,24.51,0.05
1982,4,25,0,0.01
1983,1,25,0,0.01
1983,2,25,5.94,0.05
1983,3,25,33.4,0.05
1983,4,25,0,0.01
1984,1,25,0,0.01
1984,2,25,7.4,0.05
1984,3,25,33.5,0.05
1984,4,25,0,0.01
1985,1,25,0,0.01
1985,2,25,16.24,0.05
1985,3,25,59.91,0.05
1985,4,25,0,0.01
1986,1,25,0,0.01
1986,2,25,2.43,0.05
1986,3,25,72.72,0.05
1986,4,25,0,0.01
1987,1,25,0,0.01
1987,2,25,6.69,0.05
1987,3,25,60.18,0.05
1987,4,25,0,0.01
1988,1,25,0,0.01
1988,2,25,13.38,0.05
1988,3,25,62.37,0.05
1988,4,25,0,0.01
1989,1,25,0,0.01
1989,2,25,11.8,0.05
1989,3,25,41.94,0.05
1989,4,25,0,0.01
1990,1,25,0,0.01
1990,2,25,11.2,0.05
1990,3,25,18.46,0.05
1990,4,25,0,0.01
1991,1,25,0,0.01
1991,2,25,4.46,0.05
1991,3,25,18.16,0.05
1991,4,25,0,0.01
1992,1,25,0,0.01
1992,2,25,5.79,0.05
1992,3,25,18.36,0.05
1992,4,25,0,0.01
1993,1,25,0,0.01
1993,2,25,1.92,0.05
1993,3,25,18.32,0.05
1993,4,25,0,0.01
1994,1,25,0,0.01
1994,2,25,0,0.01
1994,3,25,0,0.01
1994,4,25,0,0.01
1995,1,25,0,0.01
1995,2,25,0,0.01
1995,3,25,0,0.01
1995,4,25,0,0.01
1996,1,25,0,0.01
1996,2,25,0,0.01
1996,3,25,0,0.01
1996,4,25,0,0.01
1997,1,25,0,0.01
1997,2,25,0,0.01
1997,3,25,0,0.01
1997,4,25,0,0.01
1998,1,25,0,0.01
1998,2,25,0,0.01
1998,3,25,0,0.01
1998,4,25,0,0.01
1999,1,25,0,0.01
1999,2,25,0,0.01
1999,3,25,0,0.01
1999,4,25,0,0.01
2000,1,25,0,0.01
2000,2,25,0,0.01
2000,3,25,0,0.01
2000,4,25,0,0.01
2001,1,25,0,0.01
2001,2,25,0,0.01
2001,3,25,0,0.01
2001,4,25,0,0.01
2002,1,25,0,0.01
2002,2,25,0,0.01
2002,3,25,0,0.01
2002,4,25,0,0.01
2003,1,25,0,0.01
2003,2,25,0,0.01
2003,3,25,0,0.01
2003,4,25,0,0.01
2004,1,25,0,0.01
2004,2,25,0,0.01
2004,3,25,0,0.01
2004,4,25,0,0.01
2005,1,25,0,0.01
2005,2,25,0,0.01
2005,3,25,0,0.01
2005,4,25,0,0.01
2006,1,25,0,0.01
2006,2,25,0,0.01
2006,3,25,0,0.01
2006,4,25,0,0.01
2007,1,25,0,0.01
2007,2,25,0,0.01
2007,3,25,0,0.01
2007,4,25,0,0.01
2008,1,25,0,0.01
2008,2,25,0,0.01
2008,3,25,0,0.01
2008,4,25,0,0.01
2009,1,25,0,0.01
2009,2,25,0,0.01
2009,3,25,0,0.01
2009,4,25,0,0.01
2010,1,25,0,0.01
2010,2,25,0,0.01
2010,3,25,0,0.01
2010,4,25,0,0.01
2011,1,25,0,0.01
2011,2,25,0,0.01
2011,3,25,0,0.01
2011,4,25,0,0.01
2012,1,25,0,0.01
2012,2,25,0,0.01
2012,3,25,0,0.01
2012,4,25,0,0.01
2013,1,25,0,0.01
2013,2,25,0,0.01
2013,3,25,0,0.01
2013,4,25,0,0.01
2014,1,25,0,0.01
2014,2,25,0,0.01
2014,3,25,0,0.01
2014,4,25,0,0.01
2015,1,25,0,0.01
2015,2,25,0,0.01
2015,3,25,0,0.01
2015,4,25,0,0.01
2016,1,25,0,0.01
2016,2,25,0,0.01
2016,3,25,0,0.01
2016,4,25,0,0.01
2017,1,25,0,0.01
2017,2,25,0,0.01
2017,3,25,0,0.01
2017,4,25,0,0.01
2018,1,25,0,0.01
2018,2,25,0,0.01
2018,3,25,0,0.01
2018,4,25,0,0.01
2019,1,25,0,0.01
2019,2,25,0,0.01
2019,3,25,0,0.01
2019,4,25,0,0.01
2020,1,25,0,0.01
2020,2,25,0,0.01
2020,3,25,0,0.01
2020,4,25,0,0.01
